age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,lead_score,lead_tier
32,admin.,single,university.degree,no,unknown,unknown,telephone,nov,mon,143,3,7,1,success,-3.4,92.649,-30.1,0.722,5017.5,no,80,Warm
47,admin.,divorced,university.degree,no,no,no,cellular,nov,tue,181,4,6,1,success,-3.4,92.649,-30.1,0.72,5017.5,yes,80,Warm
53,management,divorced,university.degree,no,no,yes,cellular,nov,fri,368,2,3,1,success,-3.4,92.649,-30.1,0.716,5017.5,yes,80,Warm
38,admin.,married,university.degree,no,no,no,cellular,nov,tue,182,2,7,1,success,-3.4,92.649,-30.1,0.715,5017.5,yes,80,Warm
41,admin.,married,university.degree,no,no,no,telephone,nov,tue,234,2,3,1,success,-3.4,92.649,-30.1,0.715,5017.5,yes,80,Warm
36,management,married,university.degree,no,no,yes,cellular,nov,wed,166,3,3,3,success,-3.4,92.649,-30.1,0.715,5017.5,yes,80,Warm
38,admin.,married,university.degree,no,no,no,telephone,nov,thu,71,1,13,1,success,-3.4,92.649,-30.1,0.714,5017.5,yes,80,Warm
34,admin.,single,university.degree,no,no,no,cellular,nov,thu,169,1,7,2,success,-3.4,92.649,-30.1,0.714,5017.5,yes,80,Warm
34,admin.,single,university.degree,no,no,no,cellular,nov,thu,135,1,6,1,success,-3.4,92.649,-30.1,0.714,5017.5,yes,80,Warm
32,self-employed,married,university.degree,no,no,no,cellular,nov,thu,707,2,3,2,success,-3.4,92.649,-30.1,0.714,5017.5,yes,80,Warm
41,management,married,unknown,no,no,yes,cellular,nov,fri,129,2,3,2,success,-3.4,92.649,-30.1,0.714,5017.5,yes,80,Warm
39,admin.,married,high.school,no,no,no,cellular,nov,mon,1011,1,3,2,success,-3.4,92.649,-30.1,0.714,5017.5,no,80,Warm
50,admin.,married,university.degree,no,no,no,cellular,nov,mon,176,1,7,2,success,-3.4,92.649,-30.1,0.714,5017.5,no,80,Warm
35,management,married,university.degree,no,no,no,cellular,nov,tue,56,1,3,2,success,-3.4,92.649,-30.1,0.716,5017.5,no,80,Warm
34,admin.,divorced,high.school,no,no,no,cellular,nov,tue,492,2,6,3,success,-3.4,92.649,-30.1,0.716,5017.5,no,80,Warm
53,admin.,married,university.degree,no,no,no,cellular,dec,thu,110,1,6,1,success,-3,92.713,-33,0.72,5023.5,no,80,Warm
48,admin.,married,high.school,unknown,no,yes,cellular,dec,thu,274,1,8,1,success,-3,92.713,-33,0.72,5023.5,yes,80,Warm
54,admin.,divorced,university.degree,no,no,no,cellular,dec,wed,288,7,6,2,success,-3,92.713,-33,0.715,5023.5,yes,80,Warm
42,admin.,married,university.degree,no,no,no,telephone,dec,fri,104,5,6,1,success,-3,92.713,-33,0.71,5023.5,no,80,Warm
45,admin.,married,university.degree,no,no,no,cellular,dec,thu,150,2,6,1,success,-3,92.713,-33,0.707,5023.5,yes,80,Warm
37,admin.,married,university.degree,no,no,yes,cellular,dec,mon,206,2,6,1,success,-3,92.713,-33,0.706,5023.5,yes,80,Warm
34,admin.,married,university.degree,no,no,yes,cellular,dec,tue,196,2,6,2,success,-3,92.713,-33,0.707,5023.5,yes,80,Warm
37,admin.,single,high.school,no,no,no,cellular,mar,wed,153,2,4,2,success,-1.8,93.369,-34.8,0.655,5008.7,yes,80,Warm
34,admin.,single,university.degree,no,no,no,telephone,mar,tue,225,1,3,1,success,-1.8,93.369,-34.8,0.652,5008.7,yes,80,Warm
34,admin.,single,high.school,no,no,no,cellular,mar,tue,469,1,6,2,success,-1.8,93.369,-34.8,0.652,5008.7,yes,80,Warm
34,admin.,single,university.degree,no,no,no,cellular,mar,tue,241,1,6,1,success,-1.8,93.369,-34.8,0.652,5008.7,yes,80,Warm
34,admin.,single,university.degree,no,no,yes,cellular,mar,tue,305,1,11,1,success,-1.8,93.369,-34.8,0.652,5008.7,yes,80,Warm
34,admin.,single,university.degree,no,no,yes,cellular,mar,tue,288,2,3,1,success,-1.8,93.369,-34.8,0.652,5008.7,yes,80,Warm
46,admin.,married,university.degree,no,no,no,telephone,mar,thu,184,1,3,1,success,-1.8,93.369,-34.8,0.65,5008.7,no,80,Warm
33,admin.,single,university.degree,no,no,no,cellular,mar,mon,427,1,6,2,success,-1.8,93.369,-34.8,0.646,5008.7,yes,80,Warm
52,admin.,married,university.degree,no,no,no,cellular,mar,tue,231,1,6,2,success,-1.8,93.369,-34.8,0.646,5008.7,yes,80,Warm
49,admin.,married,high.school,unknown,no,no,cellular,apr,mon,119,1,6,1,success,-1.8,93.749,-34.6,0.642,5008.7,no,80,Warm
48,admin.,married,university.degree,no,no,no,telephone,apr,thu,185,1,6,2,success,-1.8,93.749,-34.6,0.644,5008.7,yes,80,Warm
54,admin.,married,high.school,no,no,no,cellular,apr,mon,220,1,12,1,success,-1.8,93.749,-34.6,0.643,5008.7,no,80,Warm
52,admin.,married,university.degree,no,no,no,cellular,may,tue,131,1,3,2,success,-1.8,93.876,-40,0.668,5008.7,no,80,Warm
30,admin.,single,university.degree,no,no,no,cellular,may,tue,113,1,6,1,success,-1.8,93.876,-40,0.668,5008.7,no,80,Warm
52,admin.,married,university.degree,no,no,no,cellular,may,thu,613,1,3,2,success,-1.8,93.876,-40,0.677,5008.7,yes,80,Warm
38,entrepreneur,married,professional.course,no,no,no,cellular,may,mon,269,5,3,2,success,-1.8,93.876,-40,0.682,5008.7,no,80,Warm
50,admin.,married,high.school,no,no,no,cellular,may,wed,208,2,3,5,success,-1.8,93.876,-40,0.682,5008.7,no,80,Warm
30,admin.,single,high.school,no,no,no,cellular,may,wed,177,1,13,1,success,-1.8,93.876,-40,0.682,5008.7,no,80,Warm
52,management,married,university.degree,no,no,no,cellular,may,fri,404,2,9,1,success,-1.8,93.876,-40,0.684,5008.7,yes,80,Warm
30,admin.,married,university.degree,no,no,yes,cellular,may,mon,85,2,9,2,success,-1.8,93.876,-40,0.701,5008.7,no,80,Warm
48,admin.,divorced,high.school,no,no,no,cellular,jun,wed,657,1,6,1,success,-1.7,94.055,-39.8,0.704,4991.6,yes,80,Warm
34,admin.,married,university.degree,no,no,no,cellular,jun,wed,150,1,3,2,success,-1.7,94.055,-39.8,0.715,4991.6,yes,80,Warm
33,admin.,single,university.degree,no,no,no,cellular,jun,wed,206,1,3,1,success,-1.7,94.055,-39.8,0.715,4991.6,yes,80,Warm
37,admin.,married,university.degree,no,unknown,unknown,cellular,jun,fri,602,1,10,1,success,-1.7,94.055,-39.8,0.719,4991.6,yes,80,Warm
35,admin.,single,university.degree,no,no,yes,cellular,jun,mon,141,2,4,3,success,-1.7,94.055,-39.8,0.72,4991.6,no,80,Warm
50,management,married,university.degree,no,no,no,telephone,jun,mon,278,5,6,1,success,-1.7,94.055,-39.8,0.72,4991.6,yes,80,Warm
36,self-employed,single,university.degree,no,no,yes,cellular,jun,mon,458,1,4,4,success,-1.7,94.055,-39.8,0.72,4991.6,yes,80,Warm
36,management,married,university.degree,no,no,no,cellular,jun,tue,867,1,3,2,success,-1.7,94.055,-39.8,0.737,4991.6,yes,80,Warm
36,management,married,university.degree,no,no,no,cellular,jun,tue,522,1,6,2,success,-1.7,94.055,-39.8,0.737,4991.6,yes,80,Warm
32,admin.,single,university.degree,no,no,no,cellular,jun,tue,856,1,12,2,success,-1.7,94.055,-39.8,0.737,4991.6,yes,80,Warm
45,admin.,divorced,university.degree,no,no,yes,cellular,jun,wed,79,1,3,2,success,-1.7,94.055,-39.8,0.739,4991.6,no,80,Warm
36,admin.,single,university.degree,no,no,no,cellular,jun,wed,706,1,7,1,success,-1.7,94.055,-39.8,0.739,4991.6,yes,80,Warm
38,entrepreneur,married,basic.6y,no,no,no,cellular,jun,tue,271,1,2,3,success,-1.7,94.055,-39.8,0.761,4991.6,yes,80,Warm
37,admin.,single,high.school,no,no,no,cellular,jul,thu,609,2,7,3,success,-1.7,94.215,-40.3,0.782,4991.6,yes,80,Warm
38,admin.,married,high.school,no,no,no,cellular,jul,thu,561,2,10,2,success,-1.7,94.215,-40.3,0.782,4991.6,yes,80,Warm
35,admin.,single,university.degree,no,no,no,cellular,jul,fri,391,5,4,1,success,-1.7,94.215,-40.3,0.79,4991.6,yes,80,Warm
30,admin.,single,university.degree,no,no,no,cellular,jul,tue,212,1,3,2,success,-1.7,94.215,-40.3,0.797,4991.6,no,80,Warm
55,admin.,married,high.school,no,no,no,telephone,jul,wed,229,1,9,1,success,-1.7,94.215,-40.3,0.802,4991.6,yes,80,Warm
30,admin.,single,university.degree,no,no,no,cellular,jul,thu,252,1,6,2,success,-1.7,94.215,-40.3,0.846,4991.6,yes,80,Warm
35,admin.,married,university.degree,no,no,no,cellular,jul,thu,951,2,6,1,success,-1.7,94.215,-40.3,0.846,4991.6,yes,80,Warm
35,admin.,married,university.degree,no,no,no,cellular,jul,mon,768,2,3,4,success,-1.7,94.215,-40.3,0.889,4991.6,no,80,Warm
32,management,single,university.degree,no,no,no,cellular,jul,fri,221,4,16,1,success,-1.7,94.215,-40.3,0.896,4991.6,no,80,Warm
40,management,married,university.degree,no,no,no,telephone,jul,fri,367,2,3,2,success,-1.7,94.215,-40.3,0.896,4991.6,yes,80,Warm
47,admin.,married,university.degree,no,no,no,cellular,aug,wed,470,1,4,2,success,-1.7,94.027,-38.3,0.9,4991.6,yes,80,Warm
46,admin.,single,high.school,no,no,no,cellular,aug,thu,510,2,17,1,success,-1.7,94.027,-38.3,0.904,4991.6,no,80,Warm
48,admin.,divorced,university.degree,no,no,no,cellular,aug,thu,172,3,3,6,success,-1.7,94.027,-38.3,0.904,4991.6,yes,80,Warm
47,admin.,married,high.school,no,no,no,cellular,aug,thu,374,2,16,1,success,-1.7,94.027,-38.3,0.904,4991.6,yes,80,Warm
50,admin.,single,university.degree,no,no,no,cellular,aug,tue,372,1,6,2,success,-1.7,94.027,-38.3,0.904,4991.6,yes,80,Warm
30,admin.,single,high.school,no,no,no,telephone,aug,thu,18,1,22,1,success,-1.7,94.027,-38.3,0.899,4991.6,no,80,Warm
33,management,married,university.degree,no,no,no,telephone,aug,thu,201,1,6,2,success,-1.7,94.027,-38.3,0.899,4991.6,yes,80,Warm
30,admin.,single,university.degree,no,no,no,cellular,aug,fri,177,6,6,3,success,-1.7,94.027,-38.3,0.898,4991.6,yes,80,Warm
36,admin.,married,university.degree,no,no,no,cellular,aug,wed,212,7,6,1,success,-1.7,94.027,-38.3,0.894,4991.6,no,80,Warm
37,admin.,married,university.degree,no,no,no,cellular,sep,wed,265,2,6,2,success,-1.1,94.199,-37.5,0.886,4963.6,yes,80,Warm
45,management,married,university.degree,no,no,no,cellular,sep,wed,293,2,3,2,success,-1.1,94.199,-37.5,0.886,4963.6,yes,80,Warm
47,management,married,university.degree,no,no,no,cellular,sep,thu,362,1,17,2,success,-1.1,94.199,-37.5,0.884,4963.6,yes,80,Warm
31,admin.,single,high.school,no,no,no,cellular,sep,fri,252,2,3,2,success,-1.1,94.199,-37.5,0.883,4963.6,yes,80,Warm
30,admin.,single,high.school,no,no,no,cellular,sep,fri,219,3,6,1,success,-1.1,94.199,-37.5,0.883,4963.6,yes,80,Warm
43,entrepreneur,married,university.degree,no,no,no,cellular,sep,mon,255,1,3,1,success,-1.1,94.199,-37.5,0.882,4963.6,yes,80,Warm
32,admin.,married,high.school,no,unknown,unknown,cellular,sep,mon,908,1,6,4,success,-1.1,94.199,-37.5,0.882,4963.6,yes,80,Warm
36,management,divorced,university.degree,no,no,no,cellular,sep,tue,190,3,6,1,success,-1.1,94.199,-37.5,0.881,4963.6,yes,80,Warm
42,admin.,single,high.school,no,no,no,cellular,sep,wed,638,1,14,1,success,-1.1,94.199,-37.5,0.88,4963.6,yes,80,Warm
44,management,married,university.degree,no,no,no,cellular,sep,wed,210,1,3,3,success,-1.1,94.199,-37.5,0.88,4963.6,yes,80,Warm
37,admin.,single,university.degree,no,no,no,cellular,sep,thu,209,1,3,4,success,-1.1,94.199,-37.5,0.879,4963.6,yes,80,Warm
34,admin.,single,high.school,no,no,no,cellular,sep,thu,204,1,12,1,success,-1.1,94.199,-37.5,0.879,4963.6,yes,80,Warm
34,admin.,married,professional.course,no,no,no,cellular,sep,tue,230,1,3,3,success,-1.1,94.199,-37.5,0.877,4963.6,yes,80,Warm
53,management,divorced,university.degree,no,no,no,cellular,sep,tue,404,2,3,2,success,-1.1,94.199,-37.5,0.877,4963.6,yes,80,Warm
39,entrepreneur,married,professional.course,no,no,no,telephone,sep,wed,511,3,6,1,success,-1.1,94.199,-37.5,0.876,4963.6,yes,80,Warm
41,management,divorced,university.degree,no,no,no,cellular,sep,fri,164,5,3,3,success,-1.1,94.199,-37.5,0.879,4963.6,yes,80,Warm
31,admin.,single,high.school,no,no,no,cellular,sep,mon,262,5,6,3,success,-1.1,94.199,-37.5,0.879,4963.6,yes,80,Warm
42,admin.,divorced,university.degree,no,no,no,cellular,sep,wed,678,1,16,1,success,-1.1,94.199,-37.5,0.886,4963.6,yes,80,Warm
41,admin.,married,unknown,no,no,no,cellular,sep,wed,845,1,7,3,success,-1.1,94.199,-37.5,0.886,4963.6,yes,80,Warm
55,admin.,married,high.school,no,no,no,telephone,oct,mon,317,2,10,3,success,-1.1,94.601,-49.5,0.977,4963.6,no,80,Warm
49,admin.,married,high.school,unknown,no,no,cellular,oct,wed,169,1,6,3,success,-1.1,94.601,-49.5,0.985,4963.6,yes,80,Warm
35,admin.,married,university.degree,no,no,no,cellular,oct,wed,194,1,3,2,success,-1.1,94.601,-49.5,0.985,4963.6,yes,80,Warm
54,admin.,married,high.school,no,no,no,cellular,oct,wed,252,2,6,2,success,-1.1,94.601,-49.5,0.985,4963.6,yes,80,Warm
37,admin.,single,high.school,no,no,no,telephone,oct,thu,301,1,3,1,success,-1.1,94.601,-49.5,0.987,4963.6,yes,80,Warm
31,admin.,single,university.degree,no,unknown,unknown,cellular,oct,tue,192,1,3,1,success,-1.1,94.601,-49.5,1.008,4963.6,yes,80,Warm
30,management,married,university.degree,no,no,yes,cellular,oct,wed,255,1,6,1,success,-1.1,94.601,-49.5,1.043,4963.6,yes,80,Warm
37,admin.,married,university.degree,no,no,no,cellular,nov,mon,282,2,6,1,success,-1.1,94.767,-50.8,1.05,4963.6,yes,80,Warm
31,admin.,single,university.degree,no,no,yes,cellular,nov,wed,212,2,3,6,success,-1.1,94.767,-50.8,1.048,4963.6,no,80,Warm
34,admin.,married,university.degree,no,no,no,cellular,nov,wed,134,1,3,3,success,-1.1,94.767,-50.8,1.048,4963.6,no,80,Warm
54,admin.,married,professional.course,no,no,no,cellular,nov,tue,1868,2,10,1,success,-1.1,94.767,-50.8,1.035,4963.6,yes,80,Warm
37,admin.,married,university.degree,no,yes,no,telephone,nov,wed,119,1,6,1,success,-0.1,93.2,-42,4.286,5195.8,no,70,Warm
48,management,married,university.degree,no,yes,no,cellular,nov,mon,112,1,4,1,success,-0.1,93.2,-42,4.191,5195.8,no,70,Warm
50,entrepreneur,married,university.degree,unknown,yes,no,cellular,nov,mon,77,1,3,1,success,-0.1,93.2,-42,4.191,5195.8,no,70,Warm
36,self-employed,single,university.degree,no,yes,no,cellular,nov,mon,200,2,4,1,success,-0.1,93.2,-42,4.191,5195.8,no,70,Warm
52,admin.,single,basic.9y,no,yes,no,cellular,nov,tue,296,1,6,1,success,-0.1,93.2,-42,4.153,5195.8,no,70,Warm
54,entrepreneur,married,university.degree,no,yes,no,cellular,nov,wed,159,2,4,1,success,-0.1,93.2,-42,4.12,5195.8,no,70,Warm
35,management,married,university.degree,no,yes,yes,telephone,nov,wed,377,3,0,2,success,-0.1,93.2,-42,4.12,5195.8,no,70,Warm
34,management,single,high.school,no,yes,yes,cellular,nov,wed,201,2,6,1,success,-0.1,93.2,-42,4.12,5195.8,no,70,Warm
31,admin.,married,university.degree,no,yes,no,cellular,nov,thu,298,2,5,1,success,-0.1,93.2,-42,4.076,5195.8,no,70,Warm
42,admin.,married,university.degree,no,yes,no,cellular,nov,thu,75,2,4,1,success,-0.1,93.2,-42,4.076,5195.8,no,70,Warm
35,admin.,married,university.degree,no,yes,no,cellular,nov,thu,333,2,3,1,success,-0.1,93.2,-42,4.076,5195.8,no,70,Warm
35,admin.,single,university.degree,no,yes,no,cellular,nov,thu,20,8,6,1,success,-0.1,93.2,-42,4.076,5195.8,no,70,Warm
49,management,married,university.degree,no,yes,no,cellular,nov,fri,846,1,3,1,success,-0.1,93.2,-42,4.021,5195.8,no,70,Warm
52,admin.,married,high.school,no,yes,yes,cellular,nov,fri,57,5,6,1,success,-0.1,93.2,-42,4.021,5195.8,no,70,Warm
50,admin.,divorced,university.degree,no,yes,no,cellular,nov,fri,72,3,1,2,success,-0.1,93.2,-42,4.021,5195.8,no,70,Warm
